name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
gunzip,data,Decompresses a gzip (.gz) file or blob back to its original bytes or text.,decompress this .gz dump,S,plain Rust→WASM via flate2 — inflate is pure Rust and runs client-side with no upload.,3.5,v2,,3.5,Reading .gz payloads locally avoids uploading sensitive logs or dumps to an online decompressor.,cyberchef,npm=10422;wiki=0;stack=0;github=136,4,3,4,3,unknown,no crate/model referenced
heatmap-chart,data,Renders a numeric matrix or CSV grid as a color-coded heatmap with optional per-cell value labels and a color legend.,Make a heatmap from this CSV of monthly sales by region,S,"plain Rust→WASM parses the matrix, maps values to a colormap, and emits an SVG string — pure text output, no server or GPU needed.",3.5,both,3,3.5,Heatmaps are one of the most-requested chart types and a plain matrix-to-SVG renderer covers the core demand with minimal effort.,cyberchef,npm=40;wiki=0;stack=0;github=1202,4,3,4,3,unknown,no crate/model referenced
html-table-extractor,data,Extracts tables from pasted HTML and outputs them as CSV or JSON.,pull the tables out of this HTML and give me CSV,M,plain Rust→WASM parses the HTML DOM and serializes rows locally.,3.5,v2,,3.5,"Dataflow-kit demand reflects need to scrape structured tables, here done on pasted markup without a server.",awesome,npm=0;wiki=0;stack=0;github=0,3,3,5,3,unknown,no crate/model referenced
image-collage,image,"Combines several images into a single grid, strip, or side-by-side collage.",Stitch these 6 screenshots into a 2x3 grid image,M,plain Rust→WASM `image` crate composites pixels on a canvas buffer; fully in-page.,3.5,both,3,3.5,Quick collages/contact sheets are a recurring need that usually means uploading photos to a website.,cyberchef,npm=0;wiki=0;stack=0;github=1102,4,4,3,3,unknown,no crate/model referenced
image-color-picker,image,Reports the hex/RGB color at a given pixel coordinate in an image.,What hex color is at the center of this image?,S,"plain Rust→WASM; decode and sample a pixel, no network.",3.5,v2,,3.5,Eyedropper sampling is a recurring design need shared by PhotoPea and the color tools.,awesome,npm=148;wiki=0;stack=0;github=0,3,3,5,3,unknown,no crate/model referenced
image-info,image,"Reports an image's dimensions, format, color type, and file size without uploading it.",what are the dimensions of this png?,S,"plain Rust→WASM parsing the PNG/JPEG/GIF header bytes; reads the file locally, no decode needed",3.5,both,3,3.5,The png demand maps to a quick metadata peek that's annoying to get otherwise.,omni-tools,npm=48;wiki=0;stack=0;github=3257,4,3,3,4,unknown,no crate/model referenced
image-pixelate-censor,image,Pixelates or blurs a chosen region to censor faces or sensitive info.,Pixelate the license plate in the bottom half of this photo,S,plain Rust→WASM; downsample-then-upsample or box-blur a region of the bitmap.,3.5,v2,,3.5,"Censoring is privacy-sensitive, so a provably-local tool is more trustworthy than any web app.",awesome,npm=0;wiki=0;stack=0;github=0,5,3,3,3,unknown,no crate/model referenced
image-round-avatar,image,Crops an image into a circle or rounded square with transparent corners.,Turn this headshot into a circular avatar PNG,S,plain Rust→WASM; alpha-mask the bitmap and export PNG with transparency.,3.5,v2,,3.5,Round avatars are a constant profile-picture need and pure alpha masking.,awesome,npm=0;wiki=0;stack=0;github=0,4,3,4,3,unknown,no crate/model referenced
image-upscale,image,Upscales a low-resolution image with an AI super-resolution model.,Upscale this image to 4x without losing detail,L,onnx-runtime runs a Real-ESRGAN-style model locally on WebGPU/WASM.,3.5,both,4,3.5,AI upscaling is heavily demanded and keeps sensitive images off third-party servers.,awesome,npm=0;wiki=0;stack=0;github=2112,4,3,4,3,unknown,no crate/model referenced
image-vectorize,image,Traces a bitmap (logo/icon/sketch) into a scalable SVG.,Vectorize this PNG logo into an SVG,L,plain Rust→WASM via the pure-Rust `vtracer` tracer; runs entirely on-device.,3.5,v2,,3.5,Bitmap-to-vector is a high-value logo/icon operation and a strong local-only differentiator.,awesome,npm=0;wiki=0;stack=0;github=0,4,3,4,3,unknown,no crate/model referenced
javascript-runner,dev,Evaluates a JavaScript snippet in an embedded sandboxed engine and returns its console output and return value.,"Run this JS and show the output: [1,2,3].map(x => x*x)",L,"Plain Rust→WASM — a pure-Rust JS engine (e.g. boa) compiles to a wasm block that wasmi runs, so JS executes locally with no Node/Repl.it backend.",3.5,v2,,3.5,"JS Bin and Repl.it demand in-browser JS execution, which an embedded Rust JS engine provides without a server.",awesome,npm=19;wiki=0;stack=0;github=1136,4,3,3,4,unknown,no crate/model referenced
jq-query,data,Runs a jq program against a JSON document and returns the transformed output.,Run '.users | map(.email)' on this JSON,M,"plain Rust→WASM via jaq (a pure-Rust jq implementation); no install, no shell.",3.5,v2,,3.5,jq is the most-used JSON tool but requires a CLI install; a browser-local jq is broadly useful.,cyberchef,npm=42;wiki=0;stack=0;github=36057,3,3,5,3,unknown,no crate/model referenced
json-csv-converter,data,Convert a JSON array to CSV and CSV back to JSON.,turn this json array into csv,M,"plain Rust→WASM: serde_json plus the csv crate, no backend.",3.5,v2,,3.5,Frequent data-wrangling step that should stay on the user's machine.,it-tools,npm=0;wiki=0;stack=0;github=1520,3,3,4,4,yes,found crate:csv
json-to-csv,data,"Flattens an array of JSON objects into CSV, deriving columns from keys and handling nested fields.",turn this JSON array into a CSV,M,"plain Rust→WASM — key flattening and CSV writing in pure Rust, fully offline",3.5,v2,,3.5,Exporting JSON data to spreadsheets is a constant business need and large datasets are best kept local.,cyberchef,npm=1323;wiki=0;stack=0;github=11750,4,4,4,2,unknown,no crate/model referenced
json-to-typescript,dev,"Infers TypeScript interfaces from a pasted JSON object, including nested and optional fields.",generate typescript types from this json <paste JSON>,M,"plain Rust→WASM JSON parsing with type inference emitting TS text, browser-local.",3.5,v2,,3.5,Extends JSON-tool demand into a high-value developer code-gen utility.,awesome,npm=1165;wiki=0;stack=0;github=1236,3,3,4,4,unknown,no crate/model referenced
json-yaml-converter,data,Convert between JSON and YAML in either direction.,convert this yaml config to json,S,"plain Rust→WASM: serde_json and serde_yaml, deterministic and local.",3.5,v2,,3.5,Config-format swapping is routine and needs no server.,it-tools,npm=0;wiki=0;stack=0;github=290,3,3,4,4,unknown,no crate/model referenced
list-converter,text,"Reformats a list between comma-separated, newline, bulleted, numbered, and quoted forms with optional sort/dedupe.",turn this comma list into a numbered markdown list and dedupe it,S,plain Rust→WASM string splitting/joining; no dependencies beyond std.,3.5,v2,,3.5,List reshaping is a constant copy-paste annoyance that a one-shot text tool eliminates.,it-tools,npm=0;wiki=0;stack=0;github=702,3,3,4,4,unknown,no crate/model referenced
loop-video,video,Repeats a video or GIF a set number of times or to a target duration in one continuous file.,loop this clip 5 times,M,ffmpeg loader uses stream looping/concat filters locally.,3.5,v2,,3.5,Looping short clips for memes and backgrounds is a frequent ask.,omni-tools,npm=0;wiki=0;stack=0;github=2109,4,2,4,4,unknown,no crate/model referenced
luhn-validate,data,"Validates a number (credit card, IMEI, etc.) against the Luhn check-digit algorithm.",Is 4539578763621486 a valid Luhn number?,S,plain Rust→WASM; the Luhn mod-10 pass is a handful of local arithmetic steps.,3.5,v2,,3.5,Luhn validation is ubiquitous for form and test-data checks and benefits from instant private execution.,cyberchef,npm=39;wiki=0;stack=0;github=969,5,3,3,3,no,not found: mod-10
mix-audio,audio,Overlays two audio tracks together so they play at the same time with adjustable volume.,mix my voiceover under this background music,M,ffmpeg loader uses the amix/amerge filter locally.,3.5,v2,,3.5,"Layering voice over music is a distinct, frequently requested operation.",omni-tools,npm=0;wiki=0;stack=0;github=2451,4,2,4,4,unknown,no crate/model referenced
multi-encoder,dev,"Encodes and decodes text across Base64, hex, binary, URL-encoding, ROT13, and Morse in one pass.",Decode this from base64 then show it as hex,M,Plain Rust→WASM codecs; pure text transforms with no network.,3.5,v2,,3.5,"Cryptii's core appeal is chaining encodings, and a single local tool covers most of those recipes.",awesome,npm=37;wiki=0;stack=0;github=1882,3,3,4,4,unknown,no crate/model referenced
normalize-image,image,Auto-normalises an image by stretching its histogram to the full dynamic range.,Auto-fix the levels on this washed-out photo,M,plain Rust→WASM computes the histogram and remaps pixels in-memory.,3.5,v2,,3.5,One-tap auto-levels rescues faded or low-contrast scans without manual sliders.,cyberchef,npm=0;wiki=0;stack=0;github=1878,4,3,4,3,unknown,no crate/model referenced
password-entropy,utility,"Estimates a password's strength in bits from its character set and length, and flags dictionary/pattern weaknesses.",how strong is the password Tr0ub4dor&3?,S,plain Rust→WASM — charset/length math and small wordlist checks run fully offline (and privately),3.5,v2,,3.5,"Password strength must be checked locally so the secret never leaves the browser, which is exactly gizza's model.",cyberchef,npm=2984;wiki=0;stack=0;github=1509,5,4,2,3,unknown,no crate/model referenced
password-generator,utility,"Generates strong random passwords or passphrases with configurable length, character sets, and word count.",generate a 20-character password with symbols,S,"plain Rust→WASM — uses the browser's cryptographic RNG via the host, so secrets stay client-side",3.5,v2,,3.5,"Password generation must be local to be trustworthy, making it an ideal browser-only tool.",cyberchef,npm=174732;wiki=0;stack=0;github=0,5,4,2,3,unknown,no crate/model referenced
pdf-form-fill,utility,Fills AcroForm fields in a fillable PDF.,Fill this PDF form with name=Alex and date=2026-06-19,M,plain Rust→WASM (lopdf) form-field updates.,3.5,v2,,3.5,"Form filling is PdfEscape's signature feature, done privately on-device.",awesome,npm=500;wiki=0;stack=0;github=0,5,3,3,3,unknown,no crate/model referenced
pem-to-jwk,dev,Converts a PEM-encoded RSA or EC public/private key into the equivalent JSON Web Key (JWK) representation.,Convert this PEM public key to a JWK,M,plain Rust→WASM via pkcs8/spki/sec1 + base64url encoding; deterministic key reformatting done entirely client-side so private keys stay local.,3.5,both,3,3.5,JWK conversion is a constant need when wiring up JWT/OIDC and keeping the private key off any server is exactly why it should be browser-local.,cyberchef,npm=29;wiki=0;stack=0;github=66,5,3,4,2,no,not found: spki/sec1
pgp-encrypt,dev,"Encrypts a message to one or more OpenPGP public keys, producing an ASCII-armored encrypted block.",Encrypt this message with this PGP public key,L,plain Rust→WASM via rpgp; all encryption happens client-side with no plaintext leaving the browser.,3.5,both,3,3.5,Browser-local PGP encryption lets users protect a message without trusting any web service with their plaintext.,cyberchef,npm=0;wiki=0;stack=0;github=342,5,3,4,2,unknown,no crate/model referenced
pgp-sign,dev,Creates a detached or clear-signed OpenPGP signature over a message using a private key.,Sign this text with my PGP private key,M,plain Rust→WASM via rpgp; signing with the private key is performed locally with no network.,3.5,v2,,3.5,Local PGP signing keeps the signing key off servers while still being instantly usable in chat.,cyberchef,npm=0;wiki=0;stack=0;github=196,5,3,4,2,unknown,no crate/model referenced
profanity-filter,text,Flags or masks profane and unsafe words in a block of text using a built-in wordlist.,check this comment for profanity and mask any bad words,S,plain Rust→WASM matches against a bundled wordlist; no model or network.,3.5,both,3,3.5,'Word Safety' demand maps to a lightweight client-side content filter for user-generated text.,awesome,npm=8122;wiki=0;stack=0;github=855,3,3,4,4,unknown,no crate/model referenced
protect-pdf,utility,Adds password encryption to a PDF using the standard security handler.,password protect this PDF,M,"plain Rust→WASM — implements the PDF standard security handler (RC4/AES) with pure-Rust crypto, encrypting in memory so the file never leaves the device.",3.5,v2,,3.5,Fulfills the protect-pdf demand with a strong privacy story — encrypting sensitive docs locally instead of uploading them.,omni-tools,npm=0;wiki=0;stack=0;github=1006,5,3,2,4,unknown,no crate/model referenced
python-runner,dev,"Executes a snippet of Python and returns its stdout, stderr, and result, fully sandboxed in the browser.",Run this Python: print(sum(range(100))),M,pyodide runs CPython compiled to WASM client-side and captures stdout/stderr — no remote execution server like Ideone/Repl.it.,3.5,v2,,3.5,"Ideone, codepad, Repl.it and Codechef IDE all exist to run code in a browser, and pyodide delivers exactly that for Python with zero backend.",awesome,npm=183;wiki=0;stack=0;github=2057,4,3,3,4,unknown,no crate/model referenced
